X,Y,OBJECTID,STNCODE,STNNAME,CITY2,STATE,STFIPS,station,station_name,Total Riders
-72.765274,41.635595,269,BER,"Berlin, Connecticut",Berlin,CT,9,"Berlin, Connecticut",Berlin,"15,963"
-91.012717,38.561466,272,WAH,"Washington, Missouri",Washington,MO,29,"Washington, Missouri",Washington / Union Station,"15,890"
-70.376225,43.514326,274,ORB,"Old Orchard Beach, Maine (Seasonal)",Old Orchard Beach,ME,23,"Old Orchard Beach, Maine (Seasonal)",Old Orchard Beach,"15,802"
-97.345792,31.095883,276,TPL,"Temple, Texas",Temple,TX,48,"Temple, Texas",Temple,"15,330"
-120.185387,39.327616,285,TRU,"Truckee, California",Truckee,CA,6,"Truckee, California",Truckee,"15,251"
-97.344886,38.046976,295,NEW,"Newton, Kansas",Newton,KS,20,"Newton, Kansas",Newton,"15,218"
-96.71317,40.815871,284,LNK,"Lincoln, Nebraska",Lincoln,NE,31,"Lincoln, Nebraska","Lincoln, NE","15,200"
-75.753513,39.669686,303,NRK,"Newark, Delaware",Newark,DE,10,"Newark, Delaware",Newark,"15,130"
-80.082444,42.120847,268,ERI,"Erie, Pennsylvania",Erie,PA,42,"Erie, Pennsylvania",Erie,"15,072"
-86.484484,42.10908,307,SJM,"St. Joseph, Michigan",St. Joseph-Benton Harbor,MI,26,"St. Joseph, Michigan",St. Joseph,"14,670"
-108.740548,35.529176,275,GLP,"Gallup, New Mexico",Gallup,NM,35,"Gallup, New Mexico",Gallup,"14,597"
-117.619733,33.419645,278,SNP,"San Clemente Pier, California",San Clemente Pier,CA,6,"San Clemente Pier, California",San Clemente,"14,592"
-77.993421,38.47236,280,CLP,"Culpeper, Virginia",Culpeper,VA,51,"Culpeper, Virginia",Culpeper,"14,428"
-113.219523,48.442333,294,GPK,"East Glacier Park, Montana",East Glacier Park,MT,30,"East Glacier Park, Montana",East Glacier Park,"14,414"
-91.640073,44.044404,252,WIN,"Winona, Minnesota",Winona,MN,27,"Winona, Minnesota",Winona,"14,398"
-121.083187,38.903638,273,ARN,"Auburn, California",Auburn,CA,6,"Auburn, California",Auburn,"14,267"
-106.495644,31.757346,286,ELP,"El Paso, Texas",El Paso,TX,48,"El Paso, Texas",El Paso,"14,134"
-83.292325,42.632771,304,PNT,"Pontiac, Michigan",Pontiac,MI,26,"Pontiac, Michigan","Pontiac, MI","13,964"
-81.434202,27.496632,266,SBG,"Sebring, Florida",Sebring,FL,12,"Sebring, Florida",Sebring,"13,848"
-90.176454,33.517159,282,GWD,"Greenwood, Mississippi",Greenwood,MS,28,"Greenwood, Mississippi",Greenwood,"13,794"
-72.317272,43.647785,296,WRJ,"White River Jct., Vermont",White River Junction,VT,50,"White River Jct., Vermont",White River Jct.,"13,708"
-80.091154,26.454021,300,DLB,"Delray Beach, Florida",Delray Beach,FL,12,"Delray Beach, Florida",Delray Beach,"13,643"
-89.777451,43.626509,288,WDL,"Wisconsin Dells, Wisconsin",Wisconsin Dells,WI,55,"Wisconsin Dells, Wisconsin",Wisconsin Dells,"13,631"
-83.98232,42.909495,308,DRD,"Durand, Michigan",Durand,MI,26,"Durand, Michigan",Durand,"13,539"
-97.110835,47.917522,291,GFK,"Grand Forks, North Dakota",Grand Forks,ND,38,"Grand Forks, North Dakota",Grand Forks,"13,346"
-120.57341,34.962927,310,GUA,"Guadalupe, California",Guadalupe,CA,6,"Guadalupe, California",Guadalupe,"13,137"
-73.446284,44.696728,299,PLB,"Plattsburgh, New York",Plattsburgh,NY,36,"Plattsburgh, New York",Plattsburgh,"13,003"
-72.981538,43.605756,289,RUD,"Rutland, Vermont",Rutland,VT,50,"Rutland, Vermont",Rutland,"12,959"
-79.546893,40.304986,297,GNB,"Greensburg, Pennsylvania",Greensburg,PA,42,"Greensburg, Pennsylvania",Greensburg,"12,643"
-91.550772,40.971179,298,MTP,"Mt. Pleasant, Iowa",Mount Pleasant,IA,19,"Mt. Pleasant, Iowa",Mt. Pleasant,"12,586"
-97.443013,35.219963,320,NOR,"Norman, Oklahoma",Norman,OK,40,"Norman, Oklahoma",Norman,"12,469"
-78.280099,35.532786,302,SSM,"Selma, North Carolina",Selma-Smithfield,NC,37,"Selma, North Carolina",Selma,"12,290"
-82.413486,34.858256,316,GRV,"Greenville, South Carolina",Greenville,SC,45,"Greenville, South Carolina",Greenville,"12,172"
-89.889276,39.279295,338,CRV,"Carlinville, Illinois",Carlinville,IL,17,"Carlinville, Illinois",Carlinville,"12,089"
-93.7409,38.76275,293,WAR,"Warrensburg, Missouri",Warrensburg,MO,29,"Warrensburg, Missouri",Warrensburg,"12,046"
-90.505331,43.986007,305,TOH,"Tomah, Wisconsin",Tomah,WI,55,"Tomah, Wisconsin",Tomah,"11,914"
-112.047137,33.056284,327,MRC,"Maricopa, Arizona",Maricopa,AZ,4,"Maricopa, Arizona",Maricopa,"11,622"
-81.640471,29.649734,309,PAK,"Palatka, Florida",Palatka,FL,12,"Palatka, Florida",Palatka,"11,598"
-117.369988,33.97567,306,RIV,"Riverside, California",Riverside-Downtown,CA,6,"Riverside, California",Riverside,"11,474"
-89.012609,43.340611,290,CBS,"Columbus, Wisconsin",Columbus,WI,55,"Columbus, Wisconsin",Columbus,"11,414"
-122.595925,45.366146,283,ORC,"Oregon City, Oregon",Oregon City,OR,41,"Oregon City, Oregon",Oregon City,"11,382"
-79.998002,32.874866,124,CHS,"Charleston, South Carolina",Charleston,SC,45,"Charleston, South Carolina",Charleston,"11,203"
-109.678352,48.554465,319,HAV,"Havre, Montana",Havre,MT,30,"Havre, Montana",Havre,"11,102"
-89.782565,30.278372,399,SDL,"Slidell, Louisiana",Slidell,LA,22,"Slidell, Louisiana",Slidell,"11,098"
-92.414929,41.018815,313,OTM,"Ottumwa, Iowa",Ottumwa,IA,19,"Ottumwa, Iowa",Ottumwa,"11,043"
-92.493384,40.02922,321,LAP,"La Plata, Missouri",La Plata,MO,29,"La Plata, Missouri",La Plata,"10,956"
-78.758,39.650628,322,CUM,"Cumberland, Maryland",Cumberland,MD,24,"Cumberland, Maryland",Cumberland,"10,896"
-120.68786,35.622683,315,PRB,"Paso Robles, California",Paso Robles,CA,6,"Paso Robles, California",Paso Robles,"10,747"
-77.961014,39.458661,329,MRB,"Martinsburg, West Virginia",Martinsburg,WV,54,"Martinsburg, West Virginia",Martinsburg,"10,687"
-117.310659,34.104112,318,SNB,"San Bernardino (Amtrak Station), California",San Bernardino,CA,6,"San Bernardino (Amtrak Station), California",San Bernardino,"10,656"
-79.829026,33.663882,311,KTR,"Kingstree, South Carolina",Kingstree,SC,45,"Kingstree, South Carolina",Kingstree,"10,450"
-121.845861,39.723259,301,CIC,"Chico, California",Chico,CA,6,"Chico, California",Chico,"10,414"
-111.856649,48.506748,330,SBY,"Shelby, Montana",Shelby,MT,30,"Shelby, Montana",Shelby,"10,387"
-82.439735,38.41582,332,HUN,"Huntington, West Virginia",Huntington,WV,54,"Huntington, West Virginia",Huntington,"10,248"
-74.2195,42.953719,335,AMS,"Amsterdam, New York",Amsterdam,NY,36,"Amsterdam, New York",Amsterdam,"10,166"
-87.560228,33.193165,333,TCL,"Tuscaloosa, Alabama",Tuscaloosa,AL,1,"Tuscaloosa, Alabama",Tuscaloosa,"10,107"
-88.430707,41.089854,349,DWT,"Dwight, Illinois",Dwight,IL,17,"Dwight, Illinois",Dwight,"9,913"
-122.39337,40.583595,326,RDD,"Redding (Amtrak Station), California",Redding,CA,6,"Redding (Amtrak Station), California",Redding  Station,"9,822"
-80.846901,32.688286,331,YEM,"Yemassee, South Carolina",Yemassee,SC,45,"Yemassee, South Carolina",Yemassee,"9,740"
-105.879968,35.480973,325,LMY,"Lamy, New Mexico",Lamy,NM,35,"Lamy, New Mexico",Lamy,"9,731"
-77.247852,38.658915,341,WDB,"Woodbridge, Virginia",Woodbridge,VA,51,"Woodbridge, Virginia",Woodbridge,"9,669"
-94.149093,45.567748,323,SCD,"St. Cloud, Minnesota",St. Cloud,MN,27,"St. Cloud, Minnesota",St. Cloud,"9,566"
-81.882173,31.605589,339,JSP,"Jesup, Georgia",Jesup,GA,13,"Jesup, Georgia",Jesup,"9,461"
-72.825221,41.456969,350,WFD,"Wallingford, Connecticut",Wallingford,CT,9,"Wallingford, Connecticut",Wallingford,"9,429"
-90.462169,30.50718,312,HMD,"Hammond, Louisiana",Hammond,LA,22,"Hammond, Louisiana",Hammond,"9,346"
-93.228706,38.711604,343,SED,"Sedalia, Missouri",Sedalia,MO,29,"Sedalia, Missouri",Sedalia,"9,289"
-121.271887,38.133201,356,LOD,"Lodi, California",Lodi,CA,6,"Lodi, California",Lodi,"9,279"
-73.58055,43.269603,340,FED,"Fort Edward-Glens Falls, New York",Fort Edward-Glens Falls,NY,36,"Fort Edward-Glens Falls, New York",Fort Edward/Glens Falls,"9,276"
-121.781594,43.216784,334,CMO,"Chemult, Oregon",Chemult,OR,41,"Chemult, Oregon",Chemult,"9,199"
-82.717866,41.440671,345,SKY,"Sandusky, Ohio",Sandusky,OH,39,"Sandusky, Ohio",Sandusky,"9,143"
-95.664916,39.051415,336,TOP,"Topeka, Kansas",Topeka,KS,20,"Topeka, Kansas",Topeka,"9,136"
-114.604635,34.839964,360,NDL,"Needles, California",Needles,CA,6,"Needles, California",Needles,"9,125"
-88.696568,32.364166,337,MEI,"Meridian, Mississippi",Meridian,MS,28,"Meridian, Mississippi",Meridian,"9,090"
-114.052816,35.188279,342,KNG,"Kingman, Arizona",Kingman,AZ,4,"Kingman, Arizona",Kingman,"9,066"
-83.306154,43.04952,348,LPE,"Lapeer, Michigan",Lapeer,MI,26,"Lapeer, Michigan",Lapeer,"8,948"
-89.286463,31.326921,346,HBG,"Hattiesburg, Mississippi",Hattiesburg,MS,28,"Hattiesburg, Mississippi",Hattiesburg,"8,685"
-77.580047,40.588309,347,LEW,"Lewistown, Pennsylvania",Lewistown,PA,42,"Lewistown, Pennsylvania",Lewistown,"8,676"
-91.101951,40.805788,351,BRL,"Burlington, Iowa",Burlington,IA,19,"Burlington, Iowa",Burlington IA,"8,668"
-115.75053,40.836483,371,ELK,"Elko, Nevada",Elko,NV,32,"Elko, Nevada",Elko,"8,656"
-94.366995,32.551549,361,MHL,"Marshall, Texas",Marshall,TX,48,"Marshall, Texas",Marshall,"8,371"
-95.230539,38.971166,357,LRC,"Lawrence, Kansas",Lawrence,KS,20,"Lawrence, Kansas",Lawrence,"8,362"
-84.537061,39.109927,317,CIN,"Cincinnati, Ohio",Cincinnati,OH,39,"Cincinnati, Ohio",Cincinnati,"8,315"
-89.240254,38.012328,355,DQN,"Du Quoin, Illinois",Du Quoin,IL,17,"Du Quoin, Illinois",Du Quoin,"8,293"
-73.2538,42.451558,366,PIT,"Pittsfield, Massachusetts",Pittsfield,MA,25,"Pittsfield, Massachusetts",Pittsfield,"8,270"
-92.537066,44.566214,358,RDW,"Red Wing, Minnesota",Red Wing,MN,27,"Red Wing, Minnesota",Red Wing,"8,265"
-72.606394,44.255749,368,MPR,"Montpelier, Vermont",Montpelier-Berlin,VT,50,"Montpelier, Vermont",Montpelier,"7,874"
-97.941049,29.876571,382,SMC,"San Marcos, Texas",San Marcos,TX,48,"San Marcos, Texas",San Marcos,"7,663"
-77.731078,39.324452,374,HFY,"Harpers Ferry, West Virginia",Harpers Ferry,WV,54,"Harpers Ferry, West Virginia",Harpers Ferry,"7,612"
-77.29879,38.797271,391,BCV,"Burke Centre, VA",Burke Centre,VA,51,"Burke Centre, VA",Burke Centre,"7,498"
-120.643965,47.606493,364,LWA,"Leavenworth, WA",Leavenworth,WA,53,"Leavenworth, WA",Leavenworth,"7,443"
-104.437886,36.901072,265,RAT,"Raton, New Mexico",Raton,NM,35,"Raton, New Mexico",Raton,"7,392"
-103.543576,37.988249,381,LAJ,"La Junta, Colorado",La Junta,CO,8,"La Junta, Colorado",La Junta,"7,373"
-82.096685,41.370033,398,ELY,"Elyria, Ohio",Elyria,OH,39,"Elyria, Ohio",Elyria,"7,280"
-89.467627,43.547079,367,POG,"Portage, Wisconsin",Portage,WI,55,"Portage, Wisconsin",Portage,"7,266"
-116.545583,48.276234,372,SPT,"Sandpoint, Idaho",Sandpoint,ID,16,"Sandpoint, Idaho",Sandpoint,"7,166"
-100.873256,37.964365,373,GCK,"Garden City, Kansas",Garden City,KS,20,"Garden City, Kansas",Garden City,"7,056"
-79.383968,36.58409,378,DAN,"Danville, Virginia",Danville,VA,51,"Danville, Virginia",Danville,"6,934"
-79.390303,35.175069,379,SOP,"Southern Pines, North Carolina",Southern Pines,NC,37,"Southern Pines, North Carolina",Southern Pines,"6,925"
-74.446265,40.496522,365,NBK,"New Brunswick, New Jersey",New Brunswick,NJ,34,"New Brunswick, New Jersey",New Brunswick,"6,902"
-94.429711,39.086917,362,IDP,"Independence, Missouri",Independence,MO,29,"Independence, Missouri",Independence,"6,683"
-83.819694,34.288897,420,GNS,"Gainesville, Georgia",Gainesville,GA,13,"Gainesville, Georgia","Gainesville, FL","6,658"
-75.44996,43.199425,352,ROM,"Rome, New York",Rome,NY,36,"Rome, New York",Rome,"6,516"
-88.538272,41.662384,386,PLO,"Plano, Illinois",Plano,IL,17,"Plano, Illinois",Plano,"6,442"
-95.4891,32.662049,395,MIN,"Mineola, Texas",Mineola,TX,48,"Mineola, Texas",Mineola,"6,423"
-93.085355,44.947661,94,MSP,"St. Paul/Minneapolis, Minnesota",St. Paul-Minneapolis,MN,27,"St. Paul/Minneapolis, Minnesota",Minneapolis / St. Paul,"6,423"
-71.794812,42.261478,393,WOR,"Worcester, Massachusetts",Worcester,MA,25,"Worcester, Massachusetts",Worcester,"6,157"
-86.895901,40.419347,257,LAF,"Lafayette, Indiana",Lafayette,IN,18,"Lafayette, Indiana",Lafayette,"6,151"
-94.043082,33.420067,392,TXA,"Texarkana, Arkansas",Texarkana,AR,5,"Texarkana, Arkansas",Texarkana,"6,133"
-117.292956,34.5372,384,VRV,"Victorville, California",Victorville,CA,6,"Victorville, California",Victorville,"5,911"
-91.336983,40.622591,385,FMD,"Fort Madison, Iowa",Fort Madison,IA,19,"Fort Madison, Iowa",Fort Madison,"5,891"
-79.372301,34.417647,369,DIL,"Dillon, South Carolina",Dillon,SC,45,"Dillon, South Carolina",Dillon,"5,841"
-80.892232,37.675037,375,HIN,"Hinton, West Virginia",Hinton,WV,54,"Hinton, West Virginia",Hinton,"5,836"
-87.506511,41.691155,401,HMI,"Hammond-Whiting, Indiana",Hammond-Whiting,IN,18,"Hammond-Whiting, Indiana",Hammond/Whiting,"5,788"
-78.01178,40.483665,397,HGD,"Huntingdon, Pennsylvania",Huntingdon,PA,42,"Huntingdon, Pennsylvania",Huntingdon,"5,766"
-94.795331,46.354601,394,SPL,"Staples, Minnesota",Staples,MN,27,"Staples, Minnesota",Staples,"5,723"
-80.304004,37.786443,414,WSS,"White Sulphur Springs, West Virginia",White Sulphur Springs,WV,54,"White Sulphur Springs, West Virginia",White Sulphur Springs,"5,680"
-86.899187,40.044705,405,CRF,"Crawfordsville (Amtrak), Indiana",Crawfordsville,IN,18,"Crawfordsville (Amtrak), Indiana",Crawfordsville ,"5,660"
-120.952913,39.098874,388,COX,"Colfax, California",Colfax,CA,6,"Colfax, California",Colfax,"5,658"
-104.507981,37.172688,404,TRI,"Trinidad, Colorado",Trinidad,CO,8,"Trinidad, Colorado",Trinidad,"5,635"
-73.451773,44.187288,409,WSP,"Westport, New York",Westport,NY,36,"Westport, New York",Westport,"5,596"
-97.407763,30.567667,412,TAY,"Taylor, Texas",Taylor,TX,48,"Taylor, Texas",Taylor,"5,453"
-106.636188,48.194854,430,GGW,"Glasgow, Montana",Glasgow,MT,30,"Glasgow, Montana",Glasgow,"5,434"
-103.661513,30.357302,424,ALP,"Alpine, Texas",Alpine,TX,48,"Alpine, Texas",Alpine,"5,311"
-98.387534,40.584276,419,HAS,"Hastings, Nebraska",Hastings,NE,31,"Hastings, Nebraska",Hastings,"5,304"
-100.016961,37.752306,426,DDG,"Dodge City, Kansas",Dodge City,KS,20,"Dodge City, Kansas",Dodge City,"5,289"
-84.551799,41.480319,403,BYN,"Bryan, Ohio",Bryan,OH,39,"Bryan, Ohio",Bryan,"5,225"
-77.145995,39.084547,410,RKV,"Rockville, Maryland",Rockville,MD,24,"Rockville, Maryland",Rockville,"5,162"
-79.071776,38.147639,390,STA,"Staunton, Virginia",Staunton,VA,51,"Staunton, Virginia",Staunton,"5,160"
-111.664001,40.225957,411,PRO,"Provo, Utah",Provo,UT,49,"Provo, Utah",Provo,"5,120"
-72.751806,44.335011,413,WAB,"Waterbury, Vermont",Waterbury-Stowe,VT,50,"Waterbury, Vermont",Waterbury,"5,110"
-122.349935,48.242638,422,STW,"Stanwood, WA",Stanwood,WA,53,"Stanwood, WA",Stanwood,"5,078"
-97.404756,31.443352,415,MCG,"McGregor, Texas",McGregor,TX,48,"McGregor, Texas",McGregor,"5,061"
-105.935503,40.084188,433,GRA,"Granby, Colorado",Granby,CO,8,"Granby, Colorado",Granby,"5,034"
-97.140896,33.625159,387,GLE,"Gainesville, Texas",Gainesville,TX,48,"Gainesville, Texas","Gainesville, GA","5,032"
-88.159126,40.310905,408,RTL,"Rantoul, Illinois",Rantoul,IL,17,"Rantoul, Illinois",Rantoul,"4,999"
-86.109041,41.980941,444,DOA,"Dowagiac, Michigan",Dowagiac,MI,26,"Dowagiac, Michigan",Dowagiac,"4,979"
-115.54889,48.394842,423,LIB,"Libby, Montana",Libby,MT,30,"Libby, Montana",Libby,"4,958"
-113.979164,48.496218,389,WGL,"West Glacier, Montana",West Glacier,MT,30,"West Glacier, Montana",West Glacier,"4,891"
-95.845998,46.819692,425,DLK,"Detroit Lakes, Minnesota",Detroit Lakes,MN,27,"Detroit Lakes, Minnesota",Detroit Lakes,"4,877"
-90.451334,31.244467,406,MCB,"McComb, Mississippi",McComb,MS,28,"McComb, Mississippi",McComb,"4,795"
-122.270587,41.211127,400,DUN,"Dunsmuir (Amtrak Station), California",Dunsmuir,CA,6,"Dunsmuir (Amtrak Station), California",Dunsmuir  Station,"4,654"
-90.393341,36.753995,429,PBF,"Poplar Bluff, Missouri",Poplar Bluff,MO,29,"Poplar Bluff, Missouri",Poplar Bluff,"4,640"
-105.212779,35.593432,428,LSV,"Las Vegas, New Mexico",Las Vegas,NM,35,"Las Vegas, New Mexico",Las Vegas,"4,629"
-117.73221,40.969044,445,WNN,"Winnemucca, Nevada",Winnemucca,NV,32,"Winnemucca, Nevada",Winnemucca,"4,540"
-81.092904,40.921275,416,ALC,"Alliance, Ohio",Alliance,OH,39,"Alliance, Ohio",Alliance,"4,501"
-72.444597,43.13654,437,BLF,"Bellows Falls, Vermont",Bellows Falls,VT,50,"Bellows Falls, Vermont",Bellows Falls,"4,462"
-114.615571,32.723139,435,YUM,"Yuma, Arizona",Yuma,AZ,4,"Yuma, Arizona",Yuma,"4,459"
-105.642736,48.091672,407,WPT,"Wolf Point, Montana",Wolf Point,MT,30,"Wolf Point, Montana",Wolf Point,"4,447"
-117.649569,34.061672,417,ONA,"Ontario, California",Ontario,CA,6,"Ontario, California",Ontario,"4,441"
-97.931522,38.055712,432,HUT,"Hutchinson, Kansas",Hutchinson,KS,20,"Hutchinson, Kansas",Hutchinson,"4,415"
-79.592813,40.020282,421,COV,"Connellsville, Pennsylvania",Connellsville,PA,42,"Connellsville, Pennsylvania",Connellsville,"4,407"
-110.694981,35.021666,436,WLO,"Winslow, Arizona",Winslow,AZ,4,"Winslow, Arizona",Winslow,"4,345"
-102.389379,48.319813,418,STN,"Stanley, North Dakota",Stanley,ND,38,"Stanley, North Dakota",Stanley,"4,297"
-98.861372,48.110468,441,DVL,"Devils Lake, North Dakota",Devils Lake,ND,38,"Devils Lake, North Dakota",Devils Lake,"4,217"
-86.111646,42.314519,446,BAM,"Bangor, Michigan",Bangor,MI,26,"Bangor, Michigan",Bangor,"4,180"
-99.997556,48.369846,443,RUG,"Rugby, North Dakota",Rugby,ND,38,"Rugby, North Dakota",Rugby,"4,102"
-79.385083,40.317405,434,LAB,"Latrobe, Pennsylvania",Latrobe,PA,42,"Latrobe, Pennsylvania",Latrobe,"4,068"
-97.21846,34.741735,439,PVL,"Pauls Valley, Oklahoma",Pauls Valley,OK,40,"Pauls Valley, Oklahoma",Pauls Valley,"4,065"
-90.44107,31.582961,440,BRH,"Brookhaven, Mississippi",Brookhaven,MS,28,"Brookhaven, Mississippi",Brookhaven,"4,028"
-79.699218,34.883663,431,HAM,"Hamlet, North Carolina",Hamlet,NC,37,"Hamlet, North Carolina",Hamlet,"4,005"
-80.830812,27.251867,442,OKE,"Okeechobee, Florida",Okeechobee,FL,12,"Okeechobee, Florida",Okeechobee,"3,988"
-73.171337,43.613382,438,CNV,"Castleton, VT",Castleton,VT,50,"Castleton, VT",Castleton,"3,942"
-97.382333,32.349743,448,CBR,"Cleburne, Texas",Cleburne,TX,48,"Cleburne, Texas",Cleburne,"3,929"
-89.127933,31.692168,455,LAU,"Laurel, Mississippi",Laurel,MS,28,"Laurel, Mississippi",Laurel,"3,924"
-81.936917,34.953736,451,SPB,"Spartanburg, South Carolina",Spartanburg,SC,45,"Spartanburg, South Carolina",Spartanburg,"3,870"
-85.832145,33.649112,427,ATN,"Anniston, Alabama",Anniston,AL,1,"Anniston, Alabama",Anniston,"3,833"
-93.217037,30.238126,458,LCH,"Lake Charles, Louisiana",Lake Charles,LA,22,"Lake Charles, Louisiana",Lake Charles,"3,782"
-94.361617,41.05692,447,CRN,"Creston, Iowa",Creston,IA,19,"Creston, Iowa",Creston,"3,747"
-73.086191,44.81236,462,SAB,"St. Albans, Vermont",St. Albans,VT,50,"St. Albans, Vermont",St. Albans,"3,726"
-74.952187,40.071663,472,CWH,"Cornwells Heights, Pennsylvania",Cornwells Heights,PA,42,"Cornwells Heights, Pennsylvania",Cornwells Heights,"3,673"
-94.127367,30.076458,464,BMT,"Beaumont, Texas",Beaumont,TX,48,"Beaumont, Texas",Beaumont,"3,641"
-107.872242,48.360477,449,MAL,"Malta, Montana",Malta,MT,30,"Malta, Montana",Malta,"3,570"
-119.549267,47.320948,459,EPH,"Ephrata, Washington",Ephrata,WA,53,"Ephrata, Washington",Ephrata,"3,503"
-103.802818,40.247169,457,FMG,"Fort Morgan, Colorado",Fort Morgan,CO,8,"Fort Morgan, Colorado",Fort Morgan,"3,445"
-88.888772,36.525704,452,FTN,"Fulton, Kentucky",Fulton,KY,21,"Fulton, Kentucky",Fulton,"3,439"
-90.956766,36.06766,463,WNR,"Walnut Ridge, Arkansas",Walnut Ridge,AR,5,"Walnut Ridge, Arkansas",Walnut Ridge,"3,421"
-117.025435,34.90482,465,BAR,"Barstow (Amtrak), California",Barstow,CA,6,"Barstow (Amtrak), California",Barstow ,"3,400"
-113.610942,48.275543,471,ESM,"Essex, Montana",Essex,MT,30,"Essex, Montana",Essex,"3,286"
-86.905385,41.721103,456,MCI,"Michigan City, Indiana",Michigan City,IN,18,"Michigan City, Indiana",Michigan City,"3,284"
-100.625792,40.197634,469,MCK,"McCook, Nebraska",McCook,NE,31,"McCook, Nebraska",McCook,"3,282"
-121.46873,45.71502,453,BNG,"Bingen-White Salmon, Washington",Bingen-White Salmon,WA,53,"Bingen-White Salmon, Washington",Bingen-White Salmon,"3,272"
-81.143635,33.326184,460,DNK,"Denmark, South Carolina",Denmark,SC,45,"Denmark, South Carolina",Denmark,"3,230"
-87.518076,41.515413,467,DYE,"Dyer, Indiana",Dyer,IN,18,"Dyer, Indiana",Dyer,"3,198"
-90.41523,32.848477,450,YAZ,"Yazoo City, Mississippi",Yazoo City,MS,28,"Yazoo City, Mississippi",Yazoo City,"3,195"
-80.62519,34.248157,461,CAM,"Camden, South Carolina",Camden,SC,45,"Camden, South Carolina",Camden,"3,161"
-78.24047,40.667705,468,TYR,"Tyrone, Pennsylvania",Tyrone,PA,42,"Tyrone, Pennsylvania",Tyrone,"2,826"
-110.165228,38.992039,474,GRI,"Green River, Utah",Green River,UT,49,"Green River, Utah",Green River,"2,605"
-73.458753,44.042297,481,POH,"Port Henry, New York",Port Henry,NY,36,"Port Henry, New York",Port Henry,"2,603"
-72.377644,43.36833,478,CLA,"Claremont, New Hampshire",Claremont,NH,33,"Claremont, New Hampshire",Claremont,"2,542"
-112.331584,48.638364,475,CUT,"Cut Bank, Montana",Cut Bank,MT,30,"Cut Bank, Montana",Cut Bank,"2,396"
-83.331542,34.578456,477,TCA,"Toccoa, Georgia",Toccoa,GA,13,"Toccoa, Georgia",Toccoa,"2,324"
-87.998055,40.752547,476,GLM,"Gilman, Illinois",Gilman,IL,17,"Gilman, Illinois",Gilman,"2,317"
-110.853894,39.684036,486,HER,"Helper, Utah",Helper,UT,49,"Helper, Utah",Helper,"2,261"
-99.371241,40.435926,485,HLD,"Holdrege, Nebraska",Holdrege,NE,31,"Holdrege, Nebraska",Holdrege,"2,225"
-81.060694,37.856594,473,PRC,"Prince, West Virginia (Beckley)",Prince,WV,54,"Prince, West Virginia (Beckley)",Prince,"2,162"
-89.68026,30.524606,479,PIC,"Picayune, Mississippi",Picayune,MS,28,"Picayune, Mississippi",Picayune,"2,119"
-112.190106,35.25195,359,WMJ,"Williams Junction, Arizona",Williams Junction,AZ,4,"Williams Junction, Arizona",Williams Junction,"2,032"
-83.771074,38.652148,483,MAY,"Maysville,  Kentucky",Maysville,KY,21,"Maysville,  Kentucky",Maysville,"2,024"
-84.755814,42.247196,499,ALI,"Albion, Michigan",Albion,MI,26,"Albion, Michigan",Albion,"2,011"
-71.420033,42.275993,491,FRA,"Framingham, Massachusetts",Framingham,MA,25,"Framingham, Massachusetts",Framingham,"1,961"
-79.827363,37.814521,480,CLF,"Clifton Forge, Virginia",Clifton Forge,VA,51,"Clifton Forge, Virginia",Clifton Forge,"1,951"
-110.296904,31.968758,487,BEN,"Benson, Arizona",Benson,AZ,4,"Benson, Arizona",Benson,"1,939"
-72.665459,43.922398,489,RPH,"Randolph, Vermont",Randolph,VT,50,"Randolph, Vermont",Randolph,"1,842"
-87.155121,40.943281,488,REN,"Rensselaer, Indiana",Rensselaer,IN,18,"Rensselaer, Indiana",Rensselaer,"1,816"
-73.389681,43.853788,484,FTC,"Ticonderoga, New York",Ticonderoga,NY,36,"Ticonderoga, New York",Ticonderoga,"1,807"
-73.403207,43.554694,494,WHL,"Whitehall, New York",Whitehall,NY,36,"Whitehall, New York",Whitehall,"1,748"
-100.902662,29.362202,490,DRT,"Del Rio, Texas",Del Rio,TX,48,"Del Rio, Texas",Del Rio,"1,695"
-92.814018,34.365484,495,MVN,"Malvern, Arkansas",Malvern,AR,5,"Malvern, Arkansas",Malvern,"1,693"
-97.357416,35.012033,497,PUR,"Purcell, Oklahoma",Purcell,OK,40,"Purcell, Oklahoma",Purcell,"1,635"
-91.823809,30.008415,493,NIB,"New Iberia, Louisiana",New Iberia,LA,22,"New Iberia, Louisiana",New Iberia,"1,602"
-102.618574,38.089623,492,LMR,"Lamar, Colorado",Lamar,CO,8,"Lamar, Colorado",Lamar,"1,588"
-117.750621,34.059224,496,POS,"Pomona (Sunset Ltd), California",Pomona,CA,6,"Pomona (Sunset Ltd), California",Pomona - Sunset Ltd,"1,540"
-93.053284,34.113919,509,ARK,"Arkadelphia, Arkansas",Arkadelphia,AR,5,"Arkadelphia, Arkansas",Arkadelphia,"1,433"
-107.754346,32.27177,503,DEM,"Deming, New Mexico",Deming,NM,35,"Deming, New Mexico",Deming,"1,388"
-120.966142,45.657669,505,WIH,"Wishram, Washington",Wishram,WA,53,"Wishram, Washington",Wishram,"1,339"
-113.013151,48.534067,500,BRO,"Browning, Montana",Browning,MT,30,"Browning, Montana",Browning,"1,334"
